127.0.0.1 - - [16/Mar/2021:11:48:41 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [16/Mar/2021:11:48:41 +0530] "GET /Student_Record_Management/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Mar/2021:11:48:42 +0530] "GET /Student_Record_Management/assets/js/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Mar/2021:11:48:42 +0530] "GET /Student_Record_Management/assets/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Mar/2021:11:48:42 +0530] "GET /Student_Record_Management/assets/js/skel.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Mar/2021:11:48:42 +0530] "GET /Student_Record_Management/assets/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Mar/2021:11:48:42 +0530] "GET /Student_Record_Management/assets/js/util.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Mar/2021:11:48:42 +0530] "GET /Student_Record_Management/assets/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Mar/2021:11:48:42 +0530] "GET /Student_Record_Management/images/home2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Mar/2021:11:48:42 +0530] "GET /Student_Record_Management/assets/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Mar/2021:11:48:42 +0530] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [16/Mar/2021:11:48:44 +0530] "GET /Student_Record_Management/dgiOneView.jsp HTTP/1.1" 200 1384
0:0:0:0:0:0:0:1 - - [16/Mar/2021:11:48:44 +0530] "GET /Student_Record_Management/user.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Mar/2021:11:48:44 +0530] "GET /Student_Record_Management/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Mar/2021:11:48:55 +0530] "POST /Student_Record_Management/Studentloginservlet HTTP/1.1" 302 -
